product_id,product_category_name,product_category_name_eng,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,sample,img,gender,article_type,colour,season,title,revenue,margin,promotion
89f46d1e213867388c2fac6078f5c06d,fashion_roupa_feminina,fashion women's clothing,43,754,2,500,16,2,11,1,39716.jpg,Women,Dresses,Blue,Summer,Arrow Woman Women Blue Dress,79.97,9.6,0
5ad04927f75f1ec98ff4458470452b01,malas_acessorios,bags accessories,41,1047,1,2240,76,10,14,1,25940.jpg,Women,Scarves,Yellow,Summer,Femella Women Yellow & Blue Scarf,9.96,0.5,0
20ee98f10c16f05a43db060ab1cbfd7e,fashion_calcados,fashion footwear,48,375,6,100,29,7,16,1,33697.jpg,Women,Sandals,Brown,Summer,Cobblerz Women Brown Sandals,129.98,51.99,0
95f2828625576b34ab861ef4b029a7fd,fashion_roupa_masculina,fashion menswear,33,939,2,950,40,6,35,1,30805.jpg,Men,Shirts,Green,Summer,Fabindia Men Striped Green Shirt,99.98,12,0
1fceb6597ec80646345b1d8517b48cb2,malas_acessorios,bags accessories,42,413,1,700,16,30,20,1,59263.jpg,Women,Watches,Silver,Winter,Titan Women Silver Watch,39.99,18.8,1
bae8ac5e125a98fe445bc17714104709,malas_acessorios,bags accessories,57,455,3,10700,40,100,16,1,47359.jpg,Women,Handbags,Brown,Summer,Baggit Women Brown Handbag,59.99,2.4,0
e9896cd67d67e394cc2d3b0ecfd11eb2,malas_acessorios,bags accessories,56,488,3,17150,36,48,56,1,25949.jpg,Women,Scarves,Brown,Summer,Femella Women Printed Brown Scarf,99.96,4,0
85d187257cdbf2692d10649a11c7e78b,malas_acessorios,bags accessories,47,414,1,2000,35,27,12,1,56213.jpg,Women,Earrings,Gold,Winter,Estelle Women Gold Earrings,99.98,45.99,0
ddddff18d8f990347156c317421df46d,malas_acessorios,bags accessories,47,114,1,1000,35,10,34,1,21977.jpg,Women,Handbags,Brown,Winter,Murcia Women Casual Brown Handbag,69.95,7,1
2e04efb6656990084af256e304d9a573,malas_acessorios,bags accessories,54,1632,6,650,20,40,50,1,25948.jpg,Women,Scarves,Green,Summer,Femella Women Green Scarf,89.98,5.4,0
42830ac3bef5dc8b398055683e52ad9a,malas_acessorios,bags accessories,52,1030,4,325,24,19,20,1,58183.jpg,Women,Handbags,White,Summer,Rocky S Women White Handbag,109.98,13.2,0
e40c9663823a220588b8f0c552ff5c03,fashion_roupa_masculina,fashion menswear,54,275,2,750,40,6,35,1,12369.jpg,Men,Shirts,Purple,Fall,Reid & Taylor Men Check Purple Shirts,29.95,2.7,0
f2f960ea3804c29b5e5834c34082a0f4,fashion_esporte,fashion sport,51,511,2,200,16,12,12,1,22361.jpg,Men,Sports Sandals,Navy Blue,Summer,Reebok Men Navy Twist Sandals,119.98,39.59,0
7e3c3f51d5ccc2382147194f911e22a8,fashion_calcados,fashion footwear,42,649,3,700,16,8,18,1,26180.jpg,Women,Sandals,Gold,Spring,Rocia Women Gold Casual Sandals,69.95,25.88,1
694f7daacd749d7bde487e0f9675c5b8,malas_acessorios,bags accessories,55,1002,8,850,30,15,15,1,29742.jpg,Women,Handbags,Teal,Summer,Kiara Women Teal Handbag,119.96,4.8,1
f45d3b91af1103db9a21dc9d11cb9223,fashion_calcados,fashion footwear,57,404,4,750,22,12,33,1,59056.jpg,Women,Casual Shoes,Blue,Winter,Carlton London Women Blue & Cream Shoes,89.97,35.99,1
b21f65209a6ce012874c5b0a33d7bc55,malas_acessorios,bags accessories,48,956,1,100,30,8,25,1,25941.jpg,Women,Scarves,Yellow,Summer,Femella Women Yellow & Brown Scarf,119.97,15.6,0
cfe99a31516679fb9515881d25891570,fashion_calcados,fashion footwear,35,222,5,500,29,12,23,1,2886.jpg,Women,Flats,Brown,Winter,Catwalk Women Leather Brown Flats,89.97,6.3,0
2a21592fa9b5f82a36ec4e151bb31d10,fashion_calcados,fashion footwear,40,303,12,500,29,7,16,1,2872.jpg,Women,Heels,Brown,Winter,Catwalk Women Leather Flats,79.95,29.58,0
363daaf7bd11e7d76a33134068e06985,malas_acessorios,bags accessories,51,1494,10,1050,30,15,15,1,51658.jpg,Women,Watches,Copper,Winter,Fossil Women Copper Chronograph Watch CH2589,19.95,9.18,0
7fb3f37949847dce3f2a1b81d4445f55,fashion_calcados,fashion footwear,49,375,6,300,29,7,16,1,22702.jpg,Women,Casual Shoes,Beige,Fall,Nike Women Beige Dunk High Casual Shoes,59.96,18.59,1
47b61a5f9093614abf8416431fa2817c,malas_acessorios,bags accessories,38,267,1,500,18,45,32,1,25946.jpg,Women,Scarves,Brown,Summer,Femella Women Brown Scarf,9.98,0.8,1
7dcdcf1d40dd5422c3f16685ac1f0dbc,malas_acessorios,bags accessories,31,42,1,100,16,3,16,1,35325.jpg,Women,Earrings,Silver,Winter,Fabindia Women Anusuya Silver Earrings,59.99,28.8,0
db56f6d2b04c89eae4daba188842fd7b,malas_acessorios,bags accessories,56,450,3,12450,40,25,57,1,48585.jpg,Women,Bracelet,Silver,Summer,Lucera Women Silver Bracelet,89.97,37.79,0
2e8eb076261eb842a7e1bdf64e1facda,fashion_calcados,fashion footwear,53,408,3,1400,22,12,33,1,2618.jpg,Women,Flats,Silver,Spring,Carlton London Women Silver Wedge Sandal,99.97,9,0
fb1e2262cc73f7ab23c5dc5cf8d78693,malas_acessorios,bags accessories,52,452,2,16200,43,29,67,1,52223.jpg,Women,Necklace and Chains,White,Fall,Lencia White Swarovski Pearl Necklace,79.98,33.59,1
bf8193d8e1127957f3b82527c6d44c01,malas_acessorios,bags accessories,36,543,1,500,25,7,20,1,44984.jpg,Women,Watches,White,Winter,Maxima Women White Dial Watch,79.97,35.99,0
43bafb0c5d10b886c2a7166089560202,malas_acessorios,bags accessories,57,393,8,950,35,10,20,1,35313.jpg,Women,Earrings,Silver,Winter,Fabindia Women Anusuya Silver Earrings,49.98,22.49,0
d53d0094e20a39b4c5304940cf8995ea,malas_acessorios,bags accessories,58,890,9,1750,32,52,19,1,43190.jpg,Women,Watches,White,Winter,Fastrack Women White Dial Watch,19.96,8.58,0
659dc4a2860c19265edc2fe7e451329c,malas_acessorios,bags accessories,45,232,1,550,45,10,32,1,42614.jpg,Women,Jewellery Set,Gold,Winter,Estelle Women Earrings & Pendant Set,49.97,21.99,0
ced65a7af145a0974ffb661e7b20b5ae,malas_acessorios,bags accessories,51,352,1,450,20,5,20,1,26351.jpg,Women,Watches,White,Winter,DKNY Women White Dial Watch NY8472,59.99,26.4,1
03e7d29d9988a30815f1f20b6549881f,fashion_calcados,fashion footwear,54,404,4,700,22,12,33,1,11518.jpg,Women,Heels,Grey,Winter,Catwalk Women Gun Metal Grey Heels,99.97,31.99,0
7eb9c68704af5effea1cee6f3a6b4b4b,fashion_calcados,fashion footwear,54,404,4,900,22,12,33,1,54127.jpg,Women,Heels,Black,Winter,Rocia Women Black Heels,89.97,31.49,0
dfb68ce52d4975e692909a1bf9d59f1b,fashion_calcados,fashion footwear,44,284,12,300,29,7,16,1,55657.jpg,Women,Heels,Gold,Winter,Catwalk Women Golden Wedges,129.97,49.39,0
dd12801e4d1919e84bf6f90167f22fb5,fashion_roupa_feminina,fashion women's clothing,58,360,4,450,16,5,20,1,26994.jpg,Women,Jeans,Black,Summer,Jealous 21 Women Black Jeans,79.99,8,0
d3a10b49783a6ba7ea46526fc79aea91,malas_acessorios,bags accessories,57,914,2,12000,35,20,50,1,53101.jpg,Women,Earrings,Silver,Winter,Fabindia Silver Drop Earrings,69.99,32.2,0
d75e2e75d4471019ee14ae21d5f61704,fashion_calcados,fashion footwear,43,647,3,900,20,9,21,1,23878.jpg,Women,Casual Shoes,Green,Summer,Fila Women Sleeker Green Check Casual Shoes,99.96,29.99,0
1efe84b450fd2e07ceac3cd1ace28348,malas_acessorios,bags accessories,57,488,3,19100,40,78,41,1,54174.jpg,Women,Necklace and Chains,Gold,Summer,Femella Golden Necklace,69.96,32.18,0
75d7e231ed2dba03def04a4ade1e17c1,malas_acessorios,bags accessories,42,791,1,500,50,5,40,1,42625.jpg,Women,Earrings,Silver,Winter,Estelle Women Earrings,99.95,41.98,0
da17d63dff29a96ddfd5a9bfa5fb0aa9,malas_acessorios,bags accessories,51,1419,3,100,17,3,13,1,58141.jpg,Women,Earrings,Silver,Fall,Rreverie Silver Earrings,19.96,9.58,1
3e49351c2f191cb67c4224b392531a74,malas_acessorios,bags accessories,43,883,9,1750,32,52,19,1,42841.jpg,Women,Handbags,Beige,Summer,French Connection Women Beige Handbag,29.99,1.8,0
3eda91c4ed75e3ce93482a5eed64868d,fashion_roupa_masculina,fashion menswear,50,472,2,900,50,10,40,1,37812.jpg,Men,Shirts,Navy Blue,Summer,John Players Men Navy Blue Shirt,9.98,0.7,1
1f06d9b36ed20e13e3d95072487e4cb3,fashion_roupa_masculina,fashion menswear,52,541,4,500,40,10,40,1,56825.jpg,Men,Shirts,Brown,Summer,John Players Men Brown Shirt,119.96,12,0
b81399b264f3f525f6645f98369b1868,fashion_calcados,fashion footwear,54,1722,4,2800,41,12,34,1,47530.jpg,Women,Flats,Copper,Winter,Portia Women Copper-Toned & Brown Sandals,19.98,1,1
3c3c57f8884d5702b83ab9ff91dbbd50,malas_acessorios,bags accessories,58,2036,4,22600,77,33,56,1,35913.jpg,Women,Handbags,Black,Summer,Peperone Women Black & White Handbag,79.96,6.4,0
2fe1e09df32992e9e5041a2671233e20,fashion_roupa_masculina,fashion menswear,36,968,3,600,16,2,11,1,11349.jpg,Men,Jeans,Blue,Summer,Lee Men Blue Chicago Fit Jeans,59.99,4.2,1
e7d26dd6742baca292020c158e6720c3,malas_acessorios,bags accessories,40,124,1,450,24,47,34,1,48318.jpg,Women,Bracelet,Silver,Winter,Pitaraa Silver Omelette Thin Bracelet,39.97,17.19,1
70faa98e995f58b0160bb8320b653e29,fashion_roupa_masculina,fashion menswear,55,336,1,200,25,2,17,1,9452.jpg,Men,Shirts,Red,Fall,John Miller Men Stripes White Red Shirts,29.98,3,1
82183967d9fde935fc0b0189bb68ccec,malas_acessorios,bags accessories,41,132,1,500,22,46,34,1,11142.jpg,Women,Scarves,Blue,Fall,Scullers Women Solid Blue Scarves,69.98,7,0
8a8ca51f9f9e167a56b3469d64492632,malas_acessorios,bags accessories,53,246,1,675,29,23,18,NA,31923.jpg,Women,Handbags,Blue,Summer,Fabindia Women Blue Silk Sling Bag,99.99,11,1
8bfcc2900410d032d52f24991311a009,malas_acessorios,bags accessories,45,261,1,450,18,48,32,NA,48929.jpg,Women,Ring,Silver,Fall,Lucera Women Silver Ring,29.97,14.09,0
a07713fa6def350398642fcb700db2f9,fashion_calcados,fashion footwear,52,408,5,1400,22,12,33,1,14431.jpg,Women,Heels,Black,Summer,Enroute Women Casual Black Flats,59.97,23.39,1
58b566d4cc7237145b29b21e9699e15c,malas_acessorios,bags accessories,52,246,1,800,33,10,45,NA,58177.jpg,Women,Handbags,Brown,Summer,Rocky S Women Brown Handbag,49.96,2.5,1
c4c508eec81b6f7eb8153419004c6450,malas_acessorios,bags accessories,59,472,4,20850,50,50,50,NA,52823.jpg,Women,Earrings,Green,Summer,Adrika Green Earrings,59.95,27.58,0
8aeef27d525d6bfa3b48e599a6c15ffd,fashion_esporte,fashion sport,51,567,1,500,26,10,22,1,44572.jpg,Men,Sports Sandals,Black,Summer,Coolers Men Black Sports Sandals,69.96,27.28,1
a916a0b56448758409cb1147fa3d1f8b,malas_acessorios,bags accessories,49,905,6,575,44,8,33,NA,42622.jpg,Women,Earrings,Gold,Winter,Estelle Women Earrings,69.95,30.08,1
277d6549d32c2aa10255800083e9816b,malas_acessorios,bags accessories,52,1290,5,450,20,40,30,NA,35314.jpg,Women,Earrings,Silver,Winter,Fabindia Women Anusuya Silver Earrings,59.97,28.19,0
13a05309c09bd28a2d0418005ae7a55b,malas_acessorios,bags accessories,64,557,1,1200,19,44,35,NA,49033.jpg,Women,Ring,Silver,Summer,Lucera Women Silver Ring,69.96,29.38,0
062e425d963f3eac04709162c3ce6782,fashion_calcados,fashion footwear,58,404,4,450,25,15,35,1,14409.jpg,Women,Heels,White,Summer,Enroute Women Casual White Heels,69.97,22.39,0
c7296f9449f86afc5688984ed1c170a2,fashion_roupa_masculina,fashion menswear,25,648,6,800,45,10,35,1,4943.jpg,Men,Shirts,White,Summer,Gini and Jony Boy's Kaleb White Brown Kidswear,79.97,10.4,0
414ae37d87aac46914dddd6e972b0b58,fashion_roupa_masculina,fashion menswear,39,322,1,650,20,20,20,1,39381.jpg,Men,Jeans,Black,Summer,Peter England Men Party Black Jeans,59.96,6,0
3881e42dae9f77fcbaf9f23020b7ef44,malas_acessorios,bags accessories,45,218,1,800,46,10,34,NA,21510.jpg,Women,Handbags,White,Winter,Kiara Women Graphiti White Handbag,69.99,3.5,1
77dcfc5b971dc8c9efed8eebca4af2d5,malas_acessorios,bags accessories,57,417,1,700,100,11,11,NA,48342.jpg,Women,Necklace and Chains,Silver,Fall,Pitaraa Silver Fish Scale Necklace,49.98,22.99,1
50b0e47f8219992ae98677122c483fde,malas_acessorios,bags accessories,53,700,1,9500,76,32,49,NA,48942.jpg,Women,Ring,Silver,Summer,Lucera Women Silver Ring,39.95,19.18,0
ce4819dda4ac7cf24daf8f88eb5b70af,malas_acessorios,bags accessories,44,215,1,700,46,10,33,NA,45293.jpg,Women,Watches,Red,Winter,CASIO SHEEN Women Red Dial Watch SX017,39.95,17.18,0
483bc1cbabb3fd0c16d82d2f162852c4,fashion_calcados,fashion footwear,60,402,2,2000,32,12,37,1,53130.jpg,Women,Flats,Brown,Winter,Catwalk Women Brown Sandals,49.99,5.5,0
4d78056b9f9774c590e778a5fbdb7150,malas_acessorios,bags accessories,52,425,2,600,80,11,11,NA,42613.jpg,Women,Jewellery Set,Gold,Winter,Estelle Women Gold Earring & Pendant Set,69.97,31.49,0
4f0e806431f76599423676fd485109ae,malas_acessorios,bags accessories,49,343,1,700,17,44,37,NA,47671.jpg,Women,Scarves,White,Summer,Femella Women White & Black Scarf,9.99,0.4,1
0347f9daa0a33f82b4c9c0821450cc8a,malas_acessorios,bags accessories,58,1038,5,9075,29,39,45,NA,43703.jpg,Women,Jewellery Set,Red,Summer,Royal Diadem Red Earring & Pendant Set,79.97,35.99,0
8d7ab3701456fdbfe2526636ce15327a,malas_acessorios,bags accessories,52,408,1,325,18,18,16,NA,53106.jpg,Women,Earrings,Silver,Winter,Fabindia Silver Earrings,39.98,17.19,0
7aa53bb43cb5b12d70be2a69d1e3c364,malas_acessorios,bags accessories,58,487,3,16200,26,57,39,NA,21948.jpg,Women,Handbags,Brown,Winter,Murcia Women Casual Brown Handbag,9.97,0.9,1
e726b00d6143d630f1635740d8a265c2,fashion_roupa_feminina,fashion women's clothing,36,886,2,200,16,2,20,1,49653.jpg,Women,Tops,Green,Summer,Mineral Women Green Top,19.97,1.4,1
5ea135a7b8448e88c3fa7696860b3c3d,malas_acessorios,bags accessories,44,132,2,400,20,10,16,NA,37481.jpg,Women,Watches,White,Winter,Esprit Women White Dial Watch,79.99,37.6,0
16e148a208d0f11df31eaf2f731ee460,malas_acessorios,bags accessories,38,216,1,700,49,10,34,NA,39375.jpg,Women,Watches,Silver,Winter,Helix Women Silver Dial Watch,29.96,13.78,0
fe6614ba400caca2d8d310902d5ecdd5,fashion_calcados,fashion footwear,57,404,4,1500,22,12,33,1,34455.jpg,Women,Heels,Black,Spring,Rocia Women Black Shoes,109.97,37.39,0
1dfa1d1603b10b073093775015d0fc74,fashion_roupa_masculina,fashion menswear,36,622,2,900,45,10,35,1,11340.jpg,Men,Jeans,Blue,Summer,Lee Men Blue Chicago Fit Jeans,9.96,0.6,0
ce9642db03eabe825b92638bd5d4aebd,malas_acessorios,bags accessories,58,367,5,1200,45,15,35,NA,43704.jpg,Women,Jewellery Set,Green,Summer,Royal Diadem Green Earring & Pendant Set,69.99,31.5,0
76f71ec385ad031b06d5ad8be0440260,fashion_calcados,fashion footwear,46,647,2,1200,20,9,21,1,13042.jpg,Women,Flats,Brown,Winter,Inc 5 Women Brown Heels,19.98,2.6,0
a69e3d74b5056570954717a7efc806de,malas_acessorios,bags accessories,58,529,10,3350,29,28,24,NA,48570.jpg,Women,Bracelet,Black,Summer,Lucera Women Black & Silver Bracelet,49.95,22.48,1
016809bbae76f284266dcffcbb12480b,malas_acessorios,bags accessories,38,789,3,600,50,5,40,NA,48319.jpg,Women,Bracelet,Gold,Winter,Pitaraa Golden Omelette Thin Bracelet,79.99,37.6,0
6553ffe8703fdc36bad125ddf9f6d691,malas_acessorios,bags accessories,45,905,6,425,40,7,34,NA,47366.jpg,Women,Handbags,Blue,Summer,Baggit Women Blue Bag,99.95,12.99,1
20a67c4242225878d0a014685ab3edaa,malas_acessorios,bags accessories,43,280,5,250,20,11,20,NA,9009.jpg,Women,Handbags,Brown,Winter,Murcia Women Snake Print Bag Brown Handbags,99.95,10,1
50a2c8c64d432c1d4921f2e63e6c5e70,fashion_calcados,fashion footwear,57,404,4,1400,22,12,33,1,20267.jpg,Women,Heels,Black,Winter,Catwalk Women Casual Black Heels,119.95,47.98,0
51b10a13b460cebc64e1325e7f228ae8,malas_acessorios,bags accessories,18,758,7,14800,45,60,22,NA,47392.jpg,Women,Handbags,Beige,Fall,Baggit Women Beige Bag,69.95,8.39,1
69e3a7b303638194dc5edd5e6abff8ff,fashion_calcados,fashion footwear,40,303,12,400,29,7,16,1,3505.jpg,Women,Casual Shoes,White,Fall,ADIDAS Women Adi Light White Fresh Shoe,89.95,32.38,0
45db4516caf5bf0516fb08b73fd14d1e,malas_acessorios,bags accessories,47,571,2,550,16,6,11,NA,46044.jpg,Women,Earrings,Gold,Winter,Estelle Gold Earrings,89.97,38.69,1
bb5f7cb699fd0467c5d6289669df9510,malas_acessorios,bags accessories,48,991,10,3050,52,32,19,NA,3391.jpg,Women,Handbags,White,Winter,Murcia Women White With Stitch Bag,39.95,3.6,1
5f3e86b7e537b8d2d993596c969b69a6,malas_acessorios,bags accessories,54,791,1,18700,53,77,32,NA,54173.jpg,Women,Necklace and Chains,Blue,Fall,Femella Blue Necklace,69.98,31.49,0
25c3eb54945e82e7c1dc8191a1ebb5f1,malas_acessorios,bags accessories,56,1538,4,19900,77,33,50,NA,43705.jpg,Women,Jewellery Set,White,Summer,Royal Diadem White Jewellery Set,29.97,14.39,0
d73068913476e74d4f35a6f2d5399ae9,malas_acessorios,bags accessories,40,1070,1,650,90,5,11,NA,46042.jpg,Women,Jewellery Set,Gold,Winter,Estelle Women Gold Jewellery Set,19.96,9.38,0
f01058850701fcb9d8f652660012b9ec,fashion_calcados,fashion footwear,41,342,4,450,29,10,22,1,22501.jpg,Women,Casual Shoes,Beige,Winter,Catwalk Women Beige Casual Shoes,59.98,23.99,0
bb099f12bf2833153c9def3538cb52dc,malas_acessorios,bags accessories,49,411,3,10700,40,100,16,NA,42612.jpg,Women,Jewellery Set,Gold,Winter,Estelle Women Gold Earring & Pendant Set,19.98,8.59,1
de607575b49bac3e75ff4e11bd3d3c11,fashion_calcados,fashion footwear,34,240,12,200,29,7,16,1,38652.jpg,Women,Casual Shoes,Black,Summer,Nike Women Double Team Lite Black Shoes,119.96,41.99,0
f6c3624f0bad00eefa032e306776a77b,fashion_calcados,fashion footwear,51,1436,1,300,16,16,16,1,55650.jpg,Women,Heels,Multi,Winter,Catwalk Women Multi-coloured Heels,99.95,36.98,0
07f2e8872fd2d0e17780989da6c06362,malas_acessorios,bags accessories,43,727,1,800,19,49,34,NA,44983.jpg,Women,Watches,Silver,Winter,Maxima Women Silver Dial Watch,39.96,19.18,0
b046862b2553fe4962392cdc93a2ae93,malas_acessorios,bags accessories,47,1479,1,850,25,50,30,NA,20604.jpg,Women,Handbags,Brown,Winter,Baggit Women Umbrella Dum Brown Handbag,89.99,11.7,1
8762b647d716b99b09ee045657f9d383,malas_acessorios,bags accessories,31,851,3,600,16,30,20,NA,59780.jpg,Women,Bracelet,Gold,Winter,Estelle Women Gold Bracelet,79.99,36.8,0
3554200c1d7f3b4b39a0ae68aa1c0a54,malas_acessorios,bags accessories,56,267,1,4633,37,34,30,NA,59468.jpg,Women,Ring,Silver,Summer,Lucera Silver Ring,89.97,38.69,0
4630761de87581e8b659dc77bb7eb4ee,malas_acessorios,bags accessories,52,220,1,650,46,10,34,NA,48728.jpg,Women,Earrings,Silver,Summer,Lucera Women Silver Earrings,89.97,40.49,0
0160785b697a5ea87d52949bd097ce05,malas_acessorios,bags accessories,48,389,3,14000,26,66,46,NA,52848.jpg,Women,Earrings,Green,Summer,Adrika Women Green Earrings,39.96,17.98,0
efaf96097dbe32a78254739ee35900cb,fashion_roupa_masculina,fashion menswear,36,695,2,300,16,2,11,1,30453.jpg,Men,Jeans,White,Summer,Deni Yo Men White Jeans,99.96,12.99,1
dabb495df6a109d46f8faeca31a1c75d,malas_acessorios,bags accessories,28,491,2,150,16,17,11,NA,42615.jpg,Women,Jewellery Set,Gold,Winter,Estelle Women Earrings & Pendant Set,19.98,8.79,0
23905e2fed49239bf63e416ba24bd556,malas_acessorios,bags accessories,60,2032,6,1100,25,25,25,NA,48345.jpg,Women,Necklace and Chains,Gold,Fall,Pitaraa Golden Nugget Long Necklace,39.99,18.8,0
700a315aa104dcf3ea345a850f746ec1,fashion_esporte,fashion sport,32,889,1,1500,70,15,65,1,3168.jpg,Men,Sports Shoes,White,Fall,Nike Men's Incinerate MSL White Blue Shoe,79.99,30.4,0
597db778f5d2ebf10a3fa0f43a2ae143,malas_acessorios,bags accessories,59,2197,6,1000,35,10,20,NA,46190.jpg,Women,Jewellery Set,Brown,Winter,Adrika Women Brown Teracotta Jewellery Set,69.95,32.88,1
6c82ebe860b459b481f4226e2a06534e,fashion_calcados,fashion footwear,57,404,4,1400,22,12,33,1,22539.jpg,Women,Heels,Brown,Winter,Inc.5  Women Grey Flats,129.98,49.39,0
15d46964df616d5206807cd84b95b73d,fashion_calcados,fashion footwear,43,647,3,900,19,9,20,1,12905.jpg,Women,Casual Shoes,Purple,Fall,Puma Women Casual Purple Casual Shoes,129.96,44.19,0
f130542b9dab05d4540ba00f35f0880f,fashion_roupa_masculina,fashion menswear,36,694,2,300,16,2,11,1,9660.jpg,Men,Shirts,Pink,Fall,Indigo Nation Men Reversible Bling Pink Shirts,29.99,3,0
21efeb0e47f3328f86002eda80b63321,fashion_roupa_masculina,fashion menswear,28,696,2,100,16,2,11,1,15984.jpg,Men,Shirts,Yellow,Fall,Turtle Check Men Yellow Shirt,79.99,3.2,0
497f3cf6e1c584b489ca78da2bc08d5a,malas_acessorios,bags accessories,52,1862,4,750,25,55,40,NA,56198.jpg,Women,Bracelet,Gold,Winter,Estelle Women Gold Bracelet,99.97,47.99,0
660fc6f47144a19180d7309e37155f1e,fashion_roupa_masculina,fashion menswear,54,265,2,800,40,6,30,1,39388.jpg,Men,Jeans,Black,Summer,Peter England Men Black Jeans,69.96,9.09,0
0b9d32c4f39a77eca7f39c5b69ebc690,fashion_calcados,fashion footwear,40,303,12,300,29,7,16,1,31941.jpg,Women,Casual Shoes,Grey,Summer,Nike Women Air Rift Grey Shoes,89.95,31.48,0
09f62215f404dbd29cb4378c9952e1b9,fashion_calcados,fashion footwear,34,240,12,200,29,7,16,1,54129.jpg,Women,Heels,Beige,Winter,Rocia Women Beige Flats,109.99,36.3,0
