"order_id","product_id","order_item_id","seller_id","shipping_limit_date","price","freight_value","customer_id"
"05ad4f359a4235a593f41f0533fe0457","f71973c922ccaab05514a36a8bc741b8",1,"5dceca129747e92ff8ef7a997dc4f8ca","2017-08-30 21:05:19",108.9,33,"8963214440da51e55f9662749ddb81c7"
"05fcebb08e5f6447834c6593dcec9c81","af51d485dc5255ba2e18b21b550156e6",1,"5dceca129747e92ff8ef7a997dc4f8ca","2017-05-29 22:30:08",259.9,48.53,"423a8dbe127fb9a8969448ba71969037"
"06450a9849cb4a8c2f3bbeba9995b64f","c389f712c4b4510bc997cee93e8b1a28",1,"bfd27a966d91cfaafdb25d076585f0da","2018-02-01 20:36:32",289,46.48,"6668dac2eb65c90a4b5662e8d5a38514"
"06cd9d207dfbdde70cff4074b5b3dfaf","6109d0cae3bcb57d579bc0fab6e61814",1,"dbc22125167c298ef99da25668e1011f","2018-06-12 09:29:57",77.1,23.12,"369fa8413084d3ca6d64c8532ed1943b"
"06e4e324b83309e575442446e34377d7","1c36a5285f7f3b1ed2637d7c528ce5ff",1,"d1b65fc7debc3361ea86b5f14c68d2e2","2017-06-30 02:25:24",99.9,22.7,"28635c64d8f2aee6e47124350f7ffb38"
"071be1c98f3a6f467d8e472d94350db8","6c3f9c870ff6e96ad4f4511602078fb0",2,"dbc22125167c298ef99da25668e1011f","2018-08-10 03:10:22",158.26,24.18,"d5b976444c9257b13cf100dd0933cff1"
"075024c4910bd35a5d251813d59009cd","694f7daacd749d7bde487e0f9675c5b8",1,"3f3486b61f45078d4f31ee5e43d8c5bb","2018-03-29 14:15:35",69,19.45,"b1a5afc135d86a079003163cf95cecaf"
"07da984520cb8c0de39f0b96b92c08f6","5637032095493f280eae8d9da00da6f1",1,"f262cbc1c910c83959f849465454ddd3","2018-03-30 18:10:19",49.99,16.32,"5ebe6b7897cc0ce155a42e2978e89978"
"08204559bebd39e09ee52dcb56d8faa2","a2bd2eae20998a24c22b110334928b02",1,"6cd68b3ed6d59aaa9fece558ad360c0a","2018-01-18 07:49:28",87.9,15.38,"f6efe5d5c7b85e12355f9d5c3db46da2"
"08427834d148946950a3fe92a596e1e4","242edc6b84c00f0d48c664a020a92c52",1,"6cd68b3ed6d59aaa9fece558ad360c0a","2017-12-05 14:31:18",54.9,26.92,"3e81e563f2a3acd04452464c14ca1082"
"08beae16754b76c55e9f49c7d4d138dd","55a1e3d39ace9c0b217f6c30b04d43c0",1,"0be8ff43f22e456b4e0371b2245e4d01","2018-03-08 18:48:26",89.9,12.13,"a62ed90dfc56c8eb3e021e9151fbf469"
"08e4ccc1239f87c9220cd6a87996d455","ac5e164e2eda939ffa46593f90077f9a",1,"827f8f69dfa529c561901c4f2e0f332f","2017-08-25 16:26:18",29.9,22.16,"aee21b4b5c2353821f920fe3a0799320"
"08e4ccc1239f87c9220cd6a87996d455","40376ad8bd1bd1066449dbb09440dc43",2,"827f8f69dfa529c561901c4f2e0f332f","2017-08-25 16:26:18",27.9,12.46,"aee21b4b5c2353821f920fe3a0799320"
"08e4ccc1239f87c9220cd6a87996d455","ac5e164e2eda939ffa46593f90077f9a",5,"827f8f69dfa529c561901c4f2e0f332f","2017-08-25 16:26:18",29.9,22.16,"aee21b4b5c2353821f920fe3a0799320"
"08e4ccc1239f87c9220cd6a87996d455","834df04774f3aa4b60bfd6f839f448bc",3,"827f8f69dfa529c561901c4f2e0f332f","2017-08-25 16:26:18",27.9,9.69,"aee21b4b5c2353821f920fe3a0799320"
"08e4ccc1239f87c9220cd6a87996d455","39a0578866cba21bcead91f5221af2a8",4,"827f8f69dfa529c561901c4f2e0f332f","2017-08-25 16:26:18",27.9,12.47,"aee21b4b5c2353821f920fe3a0799320"
"08f6cddc0499702a4dbbd26f2b04b986","c68252426f70e1434cf6e465d7cae869",1,"b1a81260566c1bac3114a6d124413f27","2018-07-27 02:50:16",169.9,23.12,"8ba3070c820fce3edee16917b2ef6de9"
"0910cddfc72928e063254f00c73e8d5a","71fa3ded050dac9c89b71383bbe4df76",1,"827f8f69dfa529c561901c4f2e0f332f","2017-07-03 12:25:27",35.9,14.1,"5c8b4250821201b2d2c27879f85e6966"
"0927a99c4c0b6c6b2487a4e869f7fc2d","c389f712c4b4510bc997cee93e8b1a28",1,"bfd27a966d91cfaafdb25d076585f0da","2017-12-14 02:49:41",279,46.41,"4635c796ac0535050e1eac3e023c9166"
"099d60cb800db65a72d355528bb7f41e","4621f88827b983332c2a833d49c2ae35",1,"a3f0b55de503387383c7b1de3ad7f678","2018-05-17 23:11:49",219.9,104.73,"b10fe33654a6d22ae6e87f3ed316b1dc"
"09a72b0eeb69a0a5727d321f51fc313b","cb1b037c120d9dad45d63a2723e46f18",1,"6989574bd97d9773f10d232b6c07da59","2017-08-03 01:15:09",399.9,24.67,"34bbac251335dc86473eb6b1842316fc"
"09c103240d66c0e0d945071a9518d6ee","f75eb66dc82bccecabd706bd441cfd3a",1,"6cd68b3ed6d59aaa9fece558ad360c0a","2017-02-07 22:33:38",109.9,14.94,"247741a92e8790b27cea613f7a5d4f79"
"09d3cd95f911da31613353ea97a651e6","46195ad0b1fda769ee883a305ac7eb66",1,"5cbbd5a299cab112b7bf23862255e43e","2017-10-30 17:49:29",75,15.28,"4c0e4e69a60620838f4c131f46498b06"
"09dcf31f117fe39a78c3a166109c07df","61e8bddb5e00dffe8bfbf972cf3fdf18",1,"3f3486b61f45078d4f31ee5e43d8c5bb","2018-08-21 14:27:03",99.99,18.5,"5f58583fdece0f0f724ef92f113e0c8d"
"0a3de305844d2e1bf9a608e702ccd373","a2c75a23c2f838881dd4275c0cec519f",1,"048c2757535328e0d7dac690ad3c0aae","2017-11-20 23:10:25",157.9,20.35,"6494f42a695d013bf1049297c42f0def"
"0aac3f6d27bb6ca9544b436813cec8aa","3e4176d545618ed02f382a3057de32b4",1,"02f5837340d7eb4f653d676c7256523a","2018-01-11 21:14:26",129.99,17.16,"18a0915969a15a6ef74faae25f0838af"
"0b40648d6c533ac73822cb32caf5cfa3","0a17941f41b99d2f070fab54b458a4a4",1,"9d5a9018aee56acb367ba9c3f05d1d6a","2017-08-21 11:34:15",114.9,21.6,"7010333c051d9116f2df834f27ed380f"
"0b8b249ad3dde632e5f162167e0b9f07","814db92f0cda8c71fa27f4b022cea56f",1,"827f8f69dfa529c561901c4f2e0f332f","2017-08-04 18:50:15",25.9,15.79,"0f487d3ee79935c828e5317b47c4c9a4"
"0b9705637e1c3ef0cc684ae4f190964b","aede48631330269f65a8d680de491657",1,"dbc22125167c298ef99da25668e1011f","2017-11-08 20:50:27",82.9,14.31,"11ad0ff67b7fb20bdddb437c0f60301b"
"0bb931d01ae91d63c98608e9125c1c1d","af51d485dc5255ba2e18b21b550156e6",1,"5dceca129747e92ff8ef7a997dc4f8ca","2017-09-18 14:55:21",289.9,48.74,"98bab3333501e5426408e5f68c63d972"
"0c0200c8b683dcbc6138639044bb781d","657247f6f60543b93e3cc708a8e6329c",1,"7ddcbb64b5bc1ef36ca8c151f6ec77df","2017-11-23 03:46:16",248.99,35.91,"e6369fd23db5134714b0ce70202cf74a"
"0c1c40ddebf6bcde950f7932248b2529","06976617d8c5e71de4f3c2d93e788fd5",1,"dbc22125167c298ef99da25668e1011f","2017-06-19 21:25:24",102.9,38.27,"b38ed39dd3e8de29709dfcc59c3d7067"
"0c2ffdbbbd418a6e9f2bb7fa8ebd9b35","3554200c1d7f3b4b39a0ae68aa1c0a54",1,"cd6efc47efaabf134f8bdb654e10b4f1","2018-06-21 11:32:01",163,28.12,"38e0361914e4c2f5254078d7b06e7eb7"
"0c51cc0743219907058b0a266949d0a9","2a21592fa9b5f82a36ec4e151bb31d10",1,"827f8f69dfa529c561901c4f2e0f332f","2017-06-27 15:10:11",35.9,37.85,"db374e4b74d15c33cc6685590db89d40"
"0c573af818c3b5409a2255629eec2ad3","2c955308d12bcb61c241322c9d0390f9",1,"e7df4cd29ab5abab70fb0783ddb53987","2017-06-26 10:50:11",69.9,11.99,"fa68d3ad0b208c51a9c432396f968a55"
"0c7ea5e6e467f13639db3b35dcc316b9","29279408d40e4f6e9c9ad85e4e97d676",1,"013900e863eace745d3ec7614cab5b1a","2018-01-12 09:48:14",56.8,16.16,"0ca30ecffdf9576a1fd10f70b32c5cf9"
"0cd218949b04611711989a6b534d9a26","597db778f5d2ebf10a3fa0f43a2ae143",1,"3f3486b61f45078d4f31ee5e43d8c5bb","2018-02-22 13:46:39",59.9,17.99,"cae389249163795aa33fe9b7b28dc22b"
"0cd60792eb628e2fe7f77456cc67c4db","680fb1be80c45666f3735cab0e1e5c30",1,"bfd27a966d91cfaafdb25d076585f0da","2018-02-16 20:47:34",199,18.1,"56dae8b071493b64e4712e339cc50c06"
"0cf52f585ea2179c0bfd06b1a7acf3f4","659dc4a2860c19265edc2fe7e451329c",1,"dbc22125167c298ef99da25668e1011f","2017-09-08 00:48:53",45.9,26.89,"f1022b3ef53cf4c19c23dd26be54a04e"
"0d05881e40ca056d5ad848217bc92cb1","c389f712c4b4510bc997cee93e8b1a28",1,"bfd27a966d91cfaafdb25d076585f0da","2018-02-01 10:55:46",289,46.48,"5ad19fef350cb23a9d20dcf861ea05f7"
"0d9046ee305e5a360380ac6598561380","163ba96993ec61eac36239e7301827c4",1,"7142540dd4c91e2237acb7e911c4eba2","2017-11-07 16:14:26",84.9,17.84,"234b71c1b96f9b6073b07083c14e9067"
"0db67754b16d1c810f66a42f0f726359","5a8f056272cbc4ea04c72f989fcb85f8",1,"02c988090b766852e088c69d7fb3b551","2018-04-20 13:11:25",180.9,18.85,"f2c27ef5248a5235d79ed601b5840a50"
"0dba8cb0559eb37cc0217a28496b5f07","24270aa37ba68dcc6be98dfde14da3be",1,"3f3486b61f45078d4f31ee5e43d8c5bb","2018-01-16 09:51:24",54.9,17.95,"f6243ddedb1bf96ae357422c43bb883b"
"0de4d39666b134214c03a51f7d1eba45","55a1e3d39ace9c0b217f6c30b04d43c0",1,"0be8ff43f22e456b4e0371b2245e4d01","2018-05-08 20:53:21",89.9,8.39,"bf7ad117f78331b6bba8bec4aa1ad3c2"
"0dee58528ed64475b6af5433ef84dc23","aede48631330269f65a8d680de491657",1,"dbc22125167c298ef99da25668e1011f","2018-01-31 12:31:28",99.9,38.25,"bcef5de9c6261c340bf350662b4a6872"
"0e0a83454e13440c604b4206420d2a3e","98de98bcd25120495ad55c516a11a531",2,"f45122a9ab94eb4f3f8953578bc0c560","2017-11-08 22:31:36",69.99,18.94,"915c7cf80b20bc406bf46baf757fdb40"
"0e0a83454e13440c604b4206420d2a3e","c45f017c36f9112a8bb4f170edfb1870",1,"dbc22125167c298ef99da25668e1011f","2017-11-08 22:31:36",84.9,13.12,"915c7cf80b20bc406bf46baf757fdb40"
"0e2f9761d88e4ddeabc283a1f3cfd914","09f62215f404dbd29cb4378c9952e1b9",1,"827f8f69dfa529c561901c4f2e0f332f","2017-06-05 23:50:14",29.9,16.79,"c4a21c97d76ce308f41aaeff48648fe2"
"0e36f41f9315618b83a395ecfc7b47fa","94ecc3aaf1c1a63135ba686ac00264c0",2,"a3a38f4affed601eb87a97788c949667","2017-11-08 14:30:23",209.9,24.75,"4ae394b706b618fbed089f08e9c75224"
"0e36f41f9315618b83a395ecfc7b47fa","c2ccd192fdac0a564ea52ec8687b3093",1,"a3a38f4affed601eb87a97788c949667","2017-11-08 14:30:23",169.9,9.9,"4ae394b706b618fbed089f08e9c75224"
"0e7a95096a126bd49633059c546f38c6","6109d0cae3bcb57d579bc0fab6e61814",1,"dbc22125167c298ef99da25668e1011f","2017-09-08 15:15:19",85.9,19.84,"4c2cb3e121a25e566c2872b6d653291d"
"0e95a07f6a6a936f84a55c8ff5449185","0eb4fddd203cfbfae403820aca2656e3",1,"dbc22125167c298ef99da25668e1011f","2017-08-28 20:06:25",50.9,16.12,"740756dfbcede6ed5f39ac81df16f46f"
"0eef4793bf3001d7eb4df206c37dffc9","3e4176d545618ed02f382a3057de32b4",1,"02f5837340d7eb4f653d676c7256523a","2017-12-26 01:10:29",129.99,18.16,"64f878fbcfaa000fd3b63a0de693968c"
"0f6134bc3d92b2b091f7cab65b9f7ac2","b3e90ae91e88976069bda920612c5a02",1,"7142540dd4c91e2237acb7e911c4eba2","2018-06-20 12:10:28",89.9,23.21,"8de47e3c79765207cd3b53d4c95ed949"
"0f63c3a2e4c3e3ba27c7452c1f83621c","34eb0685663d60e57a9ca086c8e33423",1,"048c2757535328e0d7dac690ad3c0aae","2018-08-03 02:55:16",220.7,28.5,"f72bd6cf9ddfad9cf4aa6e6ff842cd7d"
"0fa61e1ac47c12200902e1f9d6b0e6ad","5637032095493f280eae8d9da00da6f1",1,"f262cbc1c910c83959f849465454ddd3","2018-04-22 22:31:35",49.99,13.71,"5ee14eede4d713df2ad505dbd0a2b3df"
"0fa61e1ac47c12200902e1f9d6b0e6ad","5637032095493f280eae8d9da00da6f1",2,"f262cbc1c910c83959f849465454ddd3","2018-04-22 22:31:35",49.99,13.71,"5ee14eede4d713df2ad505dbd0a2b3df"
"0ff4f3385afd05bfdf9a3c39fb32766b","6f1ee01920f8b1cbbcd807debfbb2ace",1,"dc8798cbf453b7e0f98745e396cc5616","2017-11-09 15:10:29",24.9,11.85,"360d84083dc972ab6f34d90ee8c44dbf"
"100a49c427277ff7294eee9c133f718d","635b0964f7d41f9ce3275551c36a44d8",1,"dbc22125167c298ef99da25668e1011f","2017-08-10 13:05:17",48.9,13.37,"5bc21bc57bdda0f158cf209e4a595ae4"
"1048ce07df6dfd9d7ae971bdcfd03d77","75e8e3d9663c75fe4693bdf6d6b03ede",1,"dbc22125167c298ef99da25668e1011f","2017-09-21 15:27:47",72.9,35.83,"ace6148a7bef63ff4e8c80fd5c53780b"
"10c651c81fd0bec26524dab0e94090a5","6e59a5107a6102148b438cb33d5a2529",1,"6cd68b3ed6d59aaa9fece558ad360c0a","2017-05-31 01:25:25",109.9,16.21,"3ea9d5100acf2b7ffe45e68b545c36e6"
"1103b5da42ef752c4264d8e1b942aa3f","f71973c922ccaab05514a36a8bc741b8",1,"5dceca129747e92ff8ef7a997dc4f8ca","2017-06-26 10:23:20",89.9,32.86,"02c63a27c1684a847772c7cbdd01642b"
"112e4bf33b48220e04bb8fac65cce36e","82183967d9fde935fc0b0189bb68ccec",1,"6cd68b3ed6d59aaa9fece558ad360c0a","2017-11-27 23:50:19",55.9,16.15,"1a7998311dc094daaa4dcf05cc9955e7"
"1155a271e649284c3e901dbdda76e841","3bcb870fe5c8598df95b30780d2adaed",1,"2a84855fd20af891be03bc5924d2b453","2018-01-26 13:55:24",299.9,15.85,"caf7d5509f2b18b8b71fd625341f9169"
"127ddd8ed5c8c31ad7d8f4c54d58997c","0e90009c14c8245b4ec2646c22ca8b7d",1,"02c988090b766852e088c69d7fb3b551","2017-10-19 11:49:19",119.4,12.04,"719cd530d73df5670fb06d8413aa05d1"
"12e41d433221ec81392012706ab20ff7","25d22295e68fa5bc9fff2b947a3eaeb5",1,"dbc22125167c298ef99da25668e1011f","2017-10-11 11:49:30",105.9,14.47,"3996e5a92621e3e3261b0b4fe47734a1"
"1312c3e9b13335ff82ee5ee0599e9e60","0906585a53ae0d9e9d848e83b8f2ea88",1,"aaed1309374718fdd995ee4c58c9dfcd","2017-09-22 13:50:15",198.9,17.15,"c1e9dba3947601bb23131049e3ec1952"
"131c0d01eb2028569a7756743f8a6e52","30ccf4724f5227265f837e9ba0246278",1,"dbc22125167c298ef99da25668e1011f","2018-01-30 15:31:44",99.9,38.25,"38265f3432c4bf8436fc60dd5db1eb9e"
"1332670d4ec8d872f416f1fda8594f69","c7b3cf9de7be95b3e09e7a63315685eb",1,"5dceca129747e92ff8ef7a997dc4f8ca","2017-05-26 00:35:22",79.9,21.05,"c79653d0cd9bea2ee24b4579ef33050a"
"139602ce40c8f337484eec9b157ca80c","242edc6b84c00f0d48c664a020a92c52",1,"6cd68b3ed6d59aaa9fece558ad360c0a","2017-04-17 20:15:09",54.9,10.99,"11473b059ae77d5a128eb0ec59b9b2d5"
"13d6f87da8ba3d0feb95e58ab304a9dd","d34ec3c23c142291062f958688a1b41c",1,"dbc22125167c298ef99da25668e1011f","2018-05-23 13:18:23",54.54,15.23,"6cd88d0226928a0dacf22cc590b5445e"
"1400e725c796d32460308a3f47add549","3bcb870fe5c8598df95b30780d2adaed",1,"2a84855fd20af891be03bc5924d2b453","2018-01-23 11:34:24",299.9,17.54,"bf919a6714a37fc4de08afea5d1e2b75"
"1427ef2af9580d8d943b1f0ed1f8e050","e355d989e7c7101b4e80a8e9052985fd",1,"dbc22125167c298ef99da25668e1011f","2017-07-26 16:10:21",78.9,13.61,"06d7aa8448b8efdde1c5759cd97d211e"
"14419beee19b41341bead9fe7fc49d76","657247f6f60543b93e3cc708a8e6329c",1,"7ddcbb64b5bc1ef36ca8c151f6ec77df","2017-10-24 13:27:06",294.99,77.08,"6a838ac68f33f20d8149fde39fe6f294"
"14471044e634ad522425a0ba352ad19f","657247f6f60543b93e3cc708a8e6329c",1,"7ddcbb64b5bc1ef36ca8c151f6ec77df","2018-01-18 02:37:31",248.99,74.69,"c318897d9597487310dfdbbcf0d2cdb4"
"146bfe4003096bc16316672e59c6fb2e","e7d26dd6742baca292020c158e6720c3",1,"6cd68b3ed6d59aaa9fece558ad360c0a","2017-01-30 23:08:52",54.9,10.99,"47443a10c52e727aeab6b6cae75dbdb6"
"14833d6278b9989cafd5e8930a961263","5850cdcd591bf91b931a59143bed34ac",1,"827f8f69dfa529c561901c4f2e0f332f","2017-08-21 18:44:28",32.9,14.1,"921dac886012ce8e2083c366e3b24a85"
"148ffca6d6b46bd5f71a7b22154baae6","e82a3702b491473198cf2db779f78e52",1,"7142540dd4c91e2237acb7e911c4eba2","2017-12-11 00:31:20",84.9,13.61,"afe2dbbbff26049c1e7ad8538cdf3390"
"148ffca6d6b46bd5f71a7b22154baae6","e82a3702b491473198cf2db779f78e52",2,"7142540dd4c91e2237acb7e911c4eba2","2017-12-11 00:31:20",84.9,13.61,"afe2dbbbff26049c1e7ad8538cdf3390"
"14a031b045ef8ce4a2b6e08d1fc5623b","6b9d0e95cad6725dcb7bc0c04a382c8f",1,"dbc22125167c298ef99da25668e1011f","2017-10-04 21:15:14",48.9,17.92,"3db52e3334a367302e47c5ff2b8295a5"
"14bc0695cb3e3a338887d250c7cfafb9","657247f6f60543b93e3cc708a8e6329c",1,"7ddcbb64b5bc1ef36ca8c151f6ec77df","2018-01-19 17:51:35",248.99,60.29,"cdb128471a62ef514b60f6f40a15d35c"
"14cb3b3caf8abdd2361971932a664cf5","c92f0e7b9d49a9543558d6532772441b",1,"5dceca129747e92ff8ef7a997dc4f8ca","2017-11-09 13:55:23",147.9,78.06,"20c5793de26452510ca4dd8d6d27ddbd"
"14e58712c72f8606b985860c5711fdf7","1cab19d5be9a1286428e85aaebf82906",1,"dfa0c4c6229ab200a4a1336b4d7128ff","2018-08-01 10:25:08",83,16.77,"bdc73fef8fa89e24e2eee9834d05415e"
"14f67483eeb4f3204bff15ecab4dbd45","942bede3ef6a71e73b5f0ae6ca2f64d9",1,"827f8f69dfa529c561901c4f2e0f332f","2017-05-26 19:30:18",29.9,15.79,"9308db403109319985f5bf1d950a9557"
"1508d47584249ae1045eb47cf1653ded","aede48631330269f65a8d680de491657",1,"dbc22125167c298ef99da25668e1011f","2017-10-25 14:07:38",83.9,14.32,"b0aaac25cac80dcf398faeb698c0dd27"
"1523268cac9326ce1a5fbac7f88a6f20","7aa53bb43cb5b12d70be2a69d1e3c364",1,"a3f0b55de503387383c7b1de3ad7f678","2018-02-22 01:07:50",198.9,19.01,"657df615e86dce4fd9723ad0038cac71"
